SN,Date,Open,High,Low,LTP,CHANGE,Volume,Adjusted_Close
218,2023-04-04,438.50,438.50,426.10,427.00,-1.04,"26,860.00","11,527,622.70"
219,2023-04-03,430.10,436.00,429.00,431.50,-1.24,"12,510.00","5,401,206.10"
220,2023-04-02,444.00,452.00,432.70,436.90,0.21,"15,253.00","6,663,819.80"
221,2023-03-30,440.00,447.90,434.00,436.00,0.46,"16,104.00","7,071,405.00"
222,2023-03-29,441.10,446.90,434.00,434.00,-3.13,"23,434.00","10,295,781.20"
223,2023-03-28,443.10,450.90,443.00,448.00,0.95,"17,472.00","7,820,230.50"
224,2023-03-27,427.00,448.00,427.00,443.80,2.26,"15,945.00","6,962,166.50"
225,2023-03-26,445.00,445.00,433.00,434.00,-1.65,"14,276.00","6,225,203.40"
226,2023-03-23,445.00,448.00,440.10,441.30,-0.18,"12,334.00","5,452,913.30"
227,2023-03-22,457.00,457.00,442.00,442.10,-1.34,"25,796.00","11,599,001.10"
228,2023-03-20,444.20,455.00,444.20,448.10,0.90,"17,402.00","7,805,998.10"
229,2023-03-19,452.10,452.10,444.00,444.10,-1.53,"14,015.00","6,248,483.60"
230,2023-03-16,443.10,456.00,443.10,451.00,-0.24,"19,060.00","8,587,511.20"
231,2023-03-15,464.00,468.00,450.00,452.10,-2.56,"81,950.00","37,132,630.50"
232,2023-03-14,462.00,469.00,457.00,464.00,0.22,"24,178.00","11,154,293.00"
233,2023-03-13,465.10,479.00,461.60,463.00,-1.70,"18,443.00","8,617,762.00"
234,2023-03-12,486.50,487.00,471.00,471.00,-1.63,"32,283.00","15,409,199.20"
235,2023-03-09,474.00,479.90,470.10,478.80,2.53,"16,104.00","7,639,464.40"
236,2023-03-07,462.00,472.00,460.00,467.00,1.08,"17,078.00","7,979,467.70"
237,2023-03-05,471.00,475.70,461.30,462.00,-1.07,"22,983.00","10,672,185.20"
238,2023-03-02,471.00,476.00,467.00,467.00,-2.14,"36,071.00","16,927,049.20"
239,2023-03-01,484.00,487.00,477.20,477.20,-1.61,"23,740.00","11,405,793.20"
240,2023-02-28,493.00,493.00,481.30,485.00,-1.22,"21,115.00","10,303,848.50"
241,2023-02-27,493.00,493.00,477.60,491.00,0.41,"27,603.00","13,371,533.90"
242,2023-02-26,477.00,490.00,462.00,489.00,0.80,"49,016.00","23,522,808.50"
