SN,Date,Open,High,Low,LTP,CHANGE,Volume,Adjusted_Close
130,2023-08-02,513.70,534.00,513.70,525.00,0.19,"10,816.00","5,618,065.90"
131,2023-08-01,539.40,556.00,523.40,524.00,-2.53,"16,508.00","8,745,398.90"
132,2023-07-31,536.90,546.00,531.00,537.60,0.13,"19,685.00","10,658,121.30"
133,2023-07-30,550.00,555.00,534.00,536.90,-2.38,"44,307.00","23,928,987.90"
134,2023-07-27,552.10,566.00,546.00,550.00,-1.08,"26,802.00","14,732,897.10"
135,2023-07-26,557.00,563.00,552.20,556.00,-0.47,"27,486.00","15,289,755.20"
136,2023-07-25,568.00,575.00,558.60,558.60,-1.65,"34,218.00","19,318,048.80"
137,2023-07-24,556.00,574.00,556.00,568.00,0.53,"46,718.00","26,585,817.30"
138,2023-07-23,553.00,575.00,553.00,565.00,0.53,"44,357.00","25,167,171.50"
139,2023-07-20,560.00,571.20,560.00,562.00,-0.53,"25,126.00","14,223,692.30"
140,2023-07-19,578.00,582.00,565.00,565.00,-2.08,"50,842.00","29,165,608.50"
141,2023-07-18,570.00,593.00,570.00,577.00,1.19,"62,290.00","36,151,612.70"
142,2023-07-17,550.00,575.00,548.00,570.20,2.55,"35,502.00","20,135,864.80"
143,2023-07-16,548.00,563.00,548.00,556.00,0.63,"21,147.00","11,697,834.80"
144,2023-07-13,568.00,578.00,552.30,552.50,-2.71,"39,668.00","22,310,289.20"
145,2023-07-12,560.10,570.00,560.10,567.90,-0.37,"40,013.00","22,618,074.50"
146,2023-07-11,560.00,570.50,558.00,570.00,0.00,"28,262.00","15,926,283.90"
147,2023-07-10,568.00,584.00,560.00,570.00,0.35,"47,162.00","26,942,050.80"
148,2023-07-09,540.00,568.00,540.00,568.00,3.67,"50,579.00","28,344,593.60"
149,2023-07-06,550.00,560.00,538.00,547.90,-1.10,"47,513.00","26,024,080.60"
150,2023-07-05,565.00,580.00,548.00,554.00,-3.80,"63,390.00","35,416,677.70"
151,2023-07-04,580.00,585.00,563.00,575.90,-0.54,"47,284.00","27,023,641.50"
152,2023-07-03,578.30,598.00,574.00,579.00,-1.86,"63,654.00","37,228,443.70"
153,2023-07-02,588.00,608.00,577.10,590.00,0.34,"129,138.00","77,055,214.70"
154,2023-06-28,575.00,602.00,566.00,588.00,2.26,"106,697.00","62,075,721.00"
155,2023-06-27,581.00,603.00,570.00,575.00,-1.05,"73,392.00","42,408,989.90"
156,2023-06-26,610.10,619.90,581.00,581.10,-2.86,"97,279.00","58,069,152.00"
157,2023-06-25,555.00,598.20,555.00,598.20,8.76,"169,906.00","100,027,792.10"
158,2023-06-22,540.00,555.00,530.00,550.00,2.80,"97,740.00","53,314,221.30"
159,2023-06-21,520.50,549.00,520.50,535.00,0.75,"61,832.00","33,276,175.80"
160,2023-06-20,550.00,560.00,530.00,531.00,-3.63,"58,249.00","31,557,547.50"
161,2023-06-19,571.20,571.20,534.30,551.00,-1.61,"120,933.00","66,143,138.20"
162,2023-06-18,529.00,560.60,527.00,560.00,5.86,"111,573.00","61,371,848.40"
163,2023-06-15,490.00,532.60,490.00,529.00,5.80,"81,479.00","41,778,901.00"
164,2023-06-14,494.00,512.00,488.00,500.00,1.01,"105,570.00","52,930,954.60"
165,2023-06-13,475.30,511.80,475.10,495.00,2.06,"88,821.00","44,062,062.00"
166,2023-06-12,485.00,492.00,476.50,485.00,0.41,"46,221.00","22,283,832.10"
167,2023-06-11,460.00,496.00,453.00,483.00,7.10,"99,353.00","47,230,785.80"
168,2023-06-08,435.00,472.00,430.00,451.00,3.68,"82,220.00","37,174,569.40"
169,2023-06-07,433.00,445.00,427.00,435.00,0.46,"40,748.00","17,845,098.10"
170,2023-06-06,415.00,438.00,410.10,433.00,2.27,"37,275.00","15,936,414.20"
171,2023-06-05,410.00,423.40,407.80,423.40,2.27,"34,941.00","14,457,402.40"
172,2023-06-04,395.00,421.90,395.00,414.00,4.10,"20,073.00","8,316,558.10"
173,2023-06-01,390.10,404.90,390.00,397.70,1.95,"17,526.00","6,962,964.90"
174,2023-05-31,400.00,410.00,389.00,390.10,-2.98,"15,572.00","6,208,803.90"
175,2023-05-30,415.00,415.90,402.00,402.10,-3.11,"26,241.00","10,673,452.20"
176,2023-05-28,432.00,440.00,415.00,415.00,-3.94,"30,792.00","13,100,101.60"
177,2023-05-24,430.00,438.60,422.00,432.00,0.47,"26,171.00","11,251,072.00"
178,2023-05-23,404.00,431.90,404.00,430.00,4.37,"24,766.00","10,516,708.20"
179,2023-05-22,397.00,412.50,396.90,412.00,1.78,"20,116.00","8,149,873.20"
180,2023-05-21,399.70,414.00,399.70,404.80,3.30,"43,573.00","17,758,873.50"
